Name,Bio,Identifier,B.A.,B.S.,J.D.,Ph.D.,M.B.A,M.A.,M.S.,M.P.H.,M.D.,D.M.D.,non-JD,none
"MULVANEY, Mick","['a Representative from South Carolina; born in Alexandria, Va., July \r', '21, 1967; graduated from Charlotte Catholic High School, Charlotte, N.C., 1985; \r', 'B.S.F.S., Georgetown University, Washington, D.C., 1989; J.D., University of \r', 'North Carolina, Chapel Hill, N.C., 1992; lawyer, private practice; real estate \r', 'developer; member of the South Carolina state house of representatives, \r', '2007-2009; member of the South Carolina state senate, 2009-2010; elected as a \r', 'Republican to the One Hundred Twelfth and to the three succeeding Congresses \r', 'until his resignation on February 16, 2017 (January 3, 2011-February 16, 2017); \r', 'Director of Office of Management and Budget under President Donald J. Trump, \r', '2017-present.\r']",M001182,0,1,1,0,0,0,0,0,0,0,0,0
"MURPHY, Patrick","['a Representative from Florida; born in Miami, Miami-Dade County, \r', 'Fla., March 30, 1983; B.A., University of Miami, Coral Gables, Fla., 2006; \r', 'construction executive; accountant; elected as a Democrat to the One Hundred \r', 'Thirteenth and to the succeeding Congress (January 3, 2013-January 3, 2017); \r', 'was not a candidate for reelection to the One Hundred Fifteenth Congress in 2016, \r', 'but was an unsuccessful candidate for election to the United States \r', 'Senate.\r']",M001191,1,0,0,0,0,0,0,0,0,0,0,1
"MURPHY, Timothy","['a Representative from Pennsylvania; born in Cleveland, Cuyahoga \r', 'County, Ohio, on September 11, 1952; graduated from Walsh Jesuit High School, \r', 'Cuyahoga Falls, Ohio; B.S., Wheeling Jesuit University, Wheeling, W.Va., 1974; \r', 'M.S., Cleveland State University, Cleveland, Ohio, 1976; Ph.D., University of \r', 'Pittsburgh, Pittsburgh, Pa., 1979; assistant professor of pediatrics, \r', 'University of Pittsburgh School of Medicine, Pittsburgh, Pa.; associate \r', 'professor (adjuct), University of Pittsburgh School of Public Health, \r', 'Pittsburgh, Pa.; psychologist; member of the Pennsylvania state senate, \r', '1996-2002; United States Navy Reserve Medical Service Corps, 2009-2017; elected \r', 'as a Republican to the One Hundred Eighth and to the seven succeeding \r', 'Congresses until his resignation on October 21, 2017 (January 3, 2003-October \r', '21, 2017).\r']",M001151,0,1,0,1,0,0,1,0,0,0,1,0
"NADLER, Jerrold Lewis","['a Representative from New York; born in Brooklyn, Kings County, New \r', 'York, June 13, 1947; graduated from Stuyvesant High School, New York, N.Y., \r', '1965; B.A., Columbia University, New York, N.Y., 1969; J.D., Fordham \r', 'University, New York, N.Y., 1978; legislative assistant, New York state \r', 'assembly, 1972; member of the New York state assembly, 1977-1992; elected as a \r', 'Democrat to the One Hundred Second Congress, by special election, to fill the \r', 'vacancy caused by the death of United States Representative Theodore S. Weiss, \r', 'and to the thirteen succeeding Congresses (November 3, \r', '1992-present).\r']",N000002,1,0,1,0,0,0,0,0,0,0,0,0
"NAPOLITANO, Grace Flores","['a Representative from California; born in Brownsville, Cameron \r', 'County, Tex., December 4, 1936; graduated from Brownsville High School, \r', 'Brownsville, Tex., 1954; attended Cerritos College, Norwalk, Calif.; attended \r', 'Texas Southmost College, Brownsville, Tex.; member of the Norwalk, Calif., city \r', 'council, 1986; Mayor of Norwalk, Calif., 1989-1990; member of the California \r', 'state assembly, 1992-1998; elected as a Democrat to the One Hundred Sixth and \r', 'to the nine succeeding Congresses (January 3, 1999-present).\r']",N000179,0,0,0,0,0,0,0,0,0,0,0,1
"NEAL, Richard Edmund","['a Representative from Massachusetts; born in Springfield, Hampden \r', 'County, Mass., February 14, 1949; graduated from Springfield Technical High \r', 'School, Springfield, Mass., 1968; B.A., American International College, \r', 'Springfield, Mass., 1972; M.A., University of Hartford, West Hartford, Conn., \r', '1976; staff, Mayor William C. Sullivan, Springfield, Mass., 1973-1978; member \r', 'of the Springfield, Mass., city council, 1978-1984; Mayor of Springfield, \r', 'Mass., 1984-1988; elected as a Democrat to the One Hundred First and to the \r', 'fourteen succeeding Congresses (January 3, 1989-present). \r']",N000015,1,0,0,0,0,1,0,0,0,0,1,0
"NEGRETE McLEOD, Gloria","['a Representative from California; born in Los Angeles, Los Angeles \r', 'County, Calif., September 6, 1941; A.A., Chaffey Community College, Rancho \r', 'Cucamonga, Calif.; instructional aide; member of the Chaffey Community College \r', 'board, 1995-2000; president of the Chaffey Community College board, 2000; \r', 'member of the California state assembly, 2000-2006; member of the California \r', 'state senate, 2006-2012; elected as a Democrat to the One Hundred Thirteenth \r', 'Congress (January 3, 2013-January 3, 2015); was not a candidate for reelection \r', 'to the One Hundred Fourteenth Congress in 2014, but was an unsuccessful \r', 'candidate for election to San Bernadino County, Calif., board of \r', 'supervisors.\r']",N000187,0,0,0,0,0,0,0,0,0,0,0,1
"NEUGEBAUER, Randy","['a Representative from Texas; born in St. Louis, St. Louis County, \r', 'Mo., December 24, 1949; graduated from Coronado High School, Lubbock, Tex., \r', '1968; B.B.A., Texas Tech University, Lubbock, Tex., 1972; businessman; member \r', 'of the Lubbock, Tex., city council, 1992-1998, mayor pro tempore, 1994-1996; \r', 'elected as a Republican to the One Hundred Eighth Congress, by special \r', 'election, to fill the vacancy caused by the resignation of United States \r', 'Representative Larry Ed Combest, and reelected to the six succeeding Congresses \r', '(June 3, 2003-January 3, 2017); was not a candidate for reelection to the One \r', 'Hundred Fifteenth Congress in 2016.\r']",N000182,1,0,0,0,0,0,0,0,0,0,0,1
"NOEM, Kristi","['a Representative from South Dakota; born in Watertown, Codington \r', 'County, S.Dak., November 30, 1971; graduated from Hamlin High School, Hayti, \r', 'S.Dak., 1990; attended Mount Marty College, Yankton, S.Dak.; attended Northern \r', 'State University, Aberdeen, S.Dak., 1990-1992; B.A., South Dakota State \r', 'University, Brookings, S.Dak., 2011; farmer; rancher; member of the South \r', 'Dakota state house of representatives, 2007-2010; elected as a Republican to \r', 'the One Hundred Twelfth and to the three succeeding Congresses (January 3, \r', '2011-present).\r']",N000184,1,0,0,0,0,0,0,0,0,0,0,1
"NOLAN, Richard Michael","['a Representative from Minnesota; born in Brainerd, Crow Wing County, \r', 'Minn., December 17, 1943; graduated from Brainerd High School, Brainerd, \r', 'Minn.,, 1962; attended St. John&#146;s University, Collegeville, Minn., 1962; B.A., \r', 'University of Minnesota, Minneapolis, Minn., 1966; postgraduate work in public \r', 'administration and policy formation, University of Maryland, College Park, Md., \r', '1966; postgraduate work in education, St. Cloud State College, St. Cloud, \r', 'Minn.; pursued a career in business and education; teacher of social studies in \r', 'Royalton, Minn., schools, 1968-1972; member of the Minnesota state house of \r', 'representatives, 1969-1973; elected as a Democrat to the Ninety-fourth and to \r', 'the two succeeding Congresses (January 3, 1975-January 3, 1981); was not a \r', 'candidate for reelection to the Ninety-seventh Congress in 1980; president, \r', 'United States Export Corporation, 1981-1986; president, Minnesota World Trade \r', 'Center, St. Paul, Minn., 1987-1994; business executive and owner; elected as a \r', 'Democrat to the One Hundred Thirteenth and to the two succeeding Congresses \r', '(January 3, 2013-present). \r']",N000127,1,0,0,0,0,0,0,0,0,0,0,1
"NUGENT, Richard","['a Representative from Florida; born in Evergreen Park, Cook County, \r', 'Illinois, on May 26, 1951; B.A., Saint Leo College, Saint Leo, Fla., 1990; \r', 'M.P.A., Troy State University, Troy, Ala., 1995; Illinois Air National Guard, \r', '1969-1975; deputy sheriff, Hernando County, Fla.; sheriff of Hernando County, \r', 'Fla., 2000-2010; elected as a Republican to the One Hundred Twelfth and to the \r', 'two succeeding Congresses (January 3, 2011-January 3, 2017 ); not a candidate \r', 'for reelection to the One Hundred Fifteenth Congress in 2016.\r']",N000185,1,0,0,0,0,0,0,0,0,0,0,1
"NUNES, Devin","['a Representative from California; born in Tulare County, Calif., \r', 'October 1, 1973; A.A., College of the Sequoias, Visalia, Calif.; B.S., \r', 'California Polytechnic State University, San Luis Obispo, Calif., 1995; M.S., \r', 'California Polytechnic State University, San Luis Obispo, Calif., 1996; farmer; \r', 'businessman; director, United States Department of Agriculture Rural \r', 'Development, 2001; elected as a Republican to the One Hundred Eighth and to the \r', 'seven succeeding Congresses (January 3, 2003-present); chair, Permanent Select \r', 'Committee on Intelligence (One Hundred Fourteenth through One Hundred Fifteenth \r', 'Congresses).\r']",N000181,0,1,0,0,0,0,1,0,0,0,1,0
"NUNNELEE, Alan","['a Representative from Mississippi; born in Tupelo, Lee County, Miss., October 9, 1958; B.S., Mississippi State University, Mississippi State, Miss., 1980; business owner; member of the Mississippi state senate, 1995-2010; elected as a Republican to the One Hundred Twelfth and to the two succeeding Congresses; served until his death on February 6, 2015 (January 3, 2011-February 6, 2015); died on February 6, 2015, in Tupelo, Miss. \r']",N000186,0,1,0,0,0,0,0,0,0,0,0,1
"O'ROURKE, Beto","['a Representative from Texas; born in El Paso, El Paso County, Tex., \r', 'September 26, 1972; attended El Paso High School and graduated from Woodberry \r', 'Forest School, Woodberry Forest, Va.; B.A., Columbia University, New York, \r', 'N.Y., 1995; business owner; member of the El Paso, Tex., city council, \r', '2005-2011; elected as a Democrat to the One Hundred Thirteenth and to the two \r', 'succeeding Congresses (January 3, 2013-present).\r']",O000170,1,0,0,0,0,0,0,0,0,0,0,1
"OLSON, Pete","['a Representative from Texas; born in Fort Lewis, Pierce County, \r', 'Wash., December 9, 1962; graduated from Clear Lake High School, Houston, Tex.; \r', 'B.A., Rice University, Houston, Tex., 1985; J.D., University of Texas School of \r', 'Law, Austin, Tex., 1988; United States Navy, 1988-1997; United States Naval \r', 'Reserve, 1998-2009; staff, United States Senator William Philip (Phil) Gramm of \r', 'Texas, 1998-2002; staff, United States Senator John Cornyn of Texas, 2002-2007; \r', 'elected as a Republican to the One Hundred Eleventh and to the four succeeding \r', 'Congresses (January 3, 2009-present).\r']",O000168,1,0,1,0,0,0,0,0,0,0,0,0
"OWENS, William","['a Representative from New York; born in Brooklyn, Kings County, \r', 'N.Y., January, 20, 1949; B.S., Manhattan College, Riverdale, N.Y., 1971; J.D., \r', 'Fordham University, New York, N.Y., 1974; United States Air Force, 1975-1979; \r', 'United States Air Force Reserve, 1979-1982; lawyer, private practice; faculty, \r', 'State University of New York, Plattsburgh, N.Y., 1978-1986; elected as a \r', 'Democrat to the One Hundred Eleventh Congress, by special election, to fill the \r', 'vacancy caused by the resignation of United States Representative John McHugh, \r', 'and to the two succeeding Congresses (November 3, 2009-January 3, 2015); was \r', 'not a candidate for reelection to the One Hundred Fourteenth Congress in \r', '2014.\r']",O000169,0,1,1,0,0,0,0,0,0,0,0,0
"PALAZZO, Steven","['a Representative from Mississippi; born in Gulfport, Harrison \r', 'County, Miss., February 21, 1970; graduated from Saint John High School, \r', 'Gulfport, Miss., 1988; B.S., University of Southern Mississippi, Hattiesburg, \r', 'Miss., 1994; M.P.A., University of Southern Mississippi, Hattiesburg, Miss., \r', '1996; United States Marine Corps Reserve, 1988-1996; Mississippi Army National \r', 'Guard, 2007-present; accountant; member of the Mississippi state house of \r', 'representatives, 2007-2010; elected as a Republican to the One Hundred Twelfth \r', 'and to the three succeeding Congresses (January 3, 2011-present).\r']",P000601,0,1,0,0,0,0,0,0,0,0,0,1
"PALLONE, Frank, Jr.","['a Representative from New Jersey; born in Long Branch, Monmouth \r', 'County, N.J., October 30, 1951; graduated from Long Branch High School, Long \r', 'Branch, N.J., 1969; B.A., Middlebury College, Middlebury, Vt., 1973; M.A., \r', 'Fletcher School of Law and Diplomacy, Tufts University, Medford, Mass., 1974; \r', 'J.D., Rutgers University School of Law, Camden, N.J., 1978; lawyer, private \r', 'practice; member of the Long Branch, N.J., city council, 1982-1988; member of \r', 'the New Jersey state senate, 1983-1988; elected as a Democrat to the One \r', 'Hundredth Congress, by special election, to fill the vacancy caused by the \r', 'death of United States Representative James John Howard, but was not sworn in \r', 'because Congress had adjourned; elected simultaneously to the One Hundred First \r', 'Congress and reelected to the fourteen succeeding Congresses (November 8, \r', '1988-present); unsuccessful candidate for nomination to the United States \r', 'Senate in 2013.\r']",P000034,1,0,1,0,0,1,0,0,0,0,1,0
"PASCRELL, William J., Jr.","['a Representative from New Jersey; born in Paterson, Passaic County, \r', 'N.J., January 25, 1937; graduated from St. John the Baptist High School, \r', 'Paterson, N.J., 1955; B.A., Fordham University, New York, N.Y., 1959; M.A., \r', 'Fordham University, New York, N.Y., 1961; United States Army, 1961-1962; United \r', 'States Army Reserve, 1962-1967; teacher; president of the Paterson, N.J., board \r', 'of education, 1979-1982; member of the New Jersey state general assembly, \r', '1988-1996, minority leader pro tempore; mayor of Paterson, N.J., 1990-1996; \r', 'elected as a Democrat to the One Hundred Fifth and to the ten succeeding \r', 'Congresses (January 3, 1997-present).\r']",P000096,1,0,0,0,0,1,0,0,0,0,1,0
